N001_02_BBP_NORMAL,1103,13450
N001_02_BBP_NORMAL,13451,17419
N001_02_BBP_NORMAL,17420,33295
N001_02_BBP_NORMAL,33296,34177
N001_02_BBP_NORMAL,34178,39910
N001_02_BBP_NORMAL,39911,44320
N001_02_BBP_NORMAL,44321,54022
N001_02_BBP_NORMAL,54023,94594
N001_02_BBP_NORMAL,94595,104296
N001_02_BBP_NORMAL,104297,136048
N001_02_BBP_NORMAL,136049,141340
N001_02_BBP_NORMAL,141341,183676
N001_02_BBP_NORMAL,183677,192496
N001_02_BBP_NORMAL,192497,237478
N001_02_BBP_NORMAL,237479,258646
N001_02_BBP_NORMAL,258647,281578
N001_02_BBP_NORMAL,281579,291280
N001_02_BBP_NORMAL,291281,335380
N001_02_BBP_NORMAL,335381,343318
N001_02_BBP_NORMAL,343319,389623
N001_02_BBP_NORMAL,389624,442102
N001_02_BBP_NORMAL,442103,452245
N001_02_BBP_NORMAL,452246,477823
N001_02_BBP_NORMAL,477824,501637
N001_02_BBP_NORMAL,501638,510898
N001_02_BBP_NORMAL,510899,557644
N001_02_BBP_NORMAL,557645,599539
N001_02_BBP_NORMAL,599540,608800
N001_02_BBP_NORMAL,608801,650254
N001_02_BBP_NORMAL,650255,658633
N001_02_BBP_NORMAL,658634,699205
N001_02_BBP_NORMAL,699206,708907
N001_02_BBP_NORMAL,708908,754771
N001_02_BBP_NORMAL,754772,797548
N001_02_BBP_NORMAL,797549,807691
N001_02_BBP_NORMAL,807692,855319
N001_02_BBP_NORMAL,855320,898537
N001_02_BBP_NORMAL,898538,907357
N001_02_BBP_NORMAL,907358,959395
N001_02_BBP_NORMAL,959396,1002613
N001_02_BBP_NORMAL,1002614,1035247
N001_02_BBP_NORMAL,1035248,1073614
N001_02_BBP_NORMAL,1073615,1105366
N001_02_BBP_NORMAL,1105367,1112863
N001_02_BBP_NORMAL,1112864,1142410
N001_02_BBP_NORMAL,1142411,1154317
N002_02_BBP_NORMAL,662,83128
N002_02_BBP_NORMAL,83129,108265
N002_02_BBP_NORMAL,108266,157657
N002_02_BBP_NORMAL,157658,188527
N002_02_BBP_NORMAL,188528,214105
N002_02_BBP_NORMAL,214106,217192
N002_02_BBP_NORMAL,217193,240124
N002_02_BBP_NORMAL,240125,248062
N002_02_BBP_NORMAL,248063,291280
N002_02_BBP_NORMAL,291281,320386
N002_02_BBP_NORMAL,320387,346846
N002_02_BBP_NORMAL,346847,368455
N002_02_BBP_NORMAL,368456,376393
N002_02_BBP_NORMAL,376394,410350
N002_02_BBP_NORMAL,410351,435046
N002_02_BBP_NORMAL,435047,460183
N002_02_BBP_NORMAL,460184,483556
N002_02_BBP_NORMAL,483557,491935
N002_02_BBP_NORMAL,491936,529861
N002_02_BBP_NORMAL,529862,553675
N002_02_BBP_NORMAL,553676,579253
N002_02_BBP_NORMAL,579254,584545
N002_02_BBP_NORMAL,584546,604390
N002_02_BBP_NORMAL,604391,612328
N002_02_BBP_NORMAL,612329,650695
N002_02_BBP_NORMAL,650696,672745
N002_02_BBP_NORMAL,672746,699205
N002_02_BBP_NORMAL,699206,702292
N002_02_BBP_NORMAL,702293,723460
N002_02_BBP_NORMAL,723461,731398
N002_02_BBP_NORMAL,731399,768442
N002_02_BBP_NORMAL,768443,795784
N002_02_BBP_NORMAL,795785,823567
N002_02_BBP_NORMAL,823568,825772
N002_02_BBP_NORMAL,825773,845176
N002_02_BBP_NORMAL,845177,852673
N002_02_BBP_NORMAL,852674,891481
N002_02_BBP_NORMAL,891482,917059
N002_02_BBP_NORMAL,917060,942637
N002_02_BBP_NORMAL,942638,945283
N002_02_BBP_NORMAL,945284,966892
N002_02_BBP_NORMAL,966893,974830
N002_02_BBP_NORMAL,974831,1010110
N002_02_BBP_NORMAL,1010111,1035688
N002_02_BBP_NORMAL,1035689,1065235
N002_02_BBP_NORMAL,1065236,1085962
N002_02_BBP_NORMAL,1085963,1093459
